State,County,Latitude,Longitude,AQI
Nebraska,Sarpy,41.1129,-96.112,23
Nebraska,Scotts Bluff,41.8506,-103.708,13
Nebraska,Washington,41.5311,-96.222,13
Nevada,Carson City,39.1511,-119.7476,42
Nevada,Churchill,39.5809,-118.3358,40
Nevada,Clark,36.2152,-115.0135,63
Nevada,Douglas,38.9123,-119.6162,13
Nevada,Elko,41.1457,-115.3577,15
Nevada,Lyon,39.0206,-119.189,40
Nevada,Nye,38.0423,-116.4719,22
Nevada,Washoe,40.6655,-119.6643,47
Nevada,White Pine,39.4421,-114.9016,44
New Hampshire,Belknap,43.5179,-71.4227,34
New Hampshire,Cheshire,42.9193,-72.2512,38
New Hampshire,Coos,44.6896,-71.3056,41
New Hampshire,Grafton,43.9407,-71.8208,37
New Hampshire,Hillsborough,42.9153,-71.7161,41
New Hampshire,Merrimack,43.2975,-71.6802,39
New Hampshire,Rockingham,42.9875,-71.1254,40
New Jersey,Atlantic,39.4777,-74.661,34
New Jersey,Bergen,40.9597,-74.0742,39
New Jersey,Camden,39.8035,-74.9597,44
New Jersey,Cumberland,39.3738,-75.1107,38
New Jersey,Essex,40.7872,-74.247,40
New Jersey,Gloucester,39.7173,-75.1414,43
New Jersey,Hudson,40.7371,-74.0779,41
New Jersey,Hunterdon,40.5673,-74.9122,40
New Jersey,Mercer,40.2834,-74.7018,42
New Jersey,Middlesex,40.4392,-74.4117,40
New Jersey,Monmouth,40.2603,-74.2213,39
New Jersey,Morris,40.862,-74.5445,39
New Jersey,Ocean,39.8855,-74.2813,40
New Jersey,Passaic,41.0343,-74.3008,37
New Jersey,Union,40.6601,-74.3087,35
New Jersey,Warren,40.8572,-74.9973,37
New Mexico,Bernalillo,35.0514,-106.6702,54
New Mexico,Dona Ana,,,54
New Mexico,Eddy,32.4714,-104.3044,49
New Mexico,Lea,32.7921,-103.4125,45
New Mexico,Luna,32.1822,-107.7498,22
New Mexico,Rio Arriba,36.5096,-106.6932,43
New Mexico,San Juan,36.5085,-108.3206,50
New Mexico,Sandoval,35.6886,-106.8659,45
New Mexico,Santa Fe,35.5069,-105.9763,45
New Mexico,Taos,36.5783,-105.631,19
New Mexico,Valencia,34.7155,-106.809,44
New York,Albany,42.6002,-73.9736,38
New York,Bronx,40.8501,-73.866,42
New York,Chautauqua,42.2281,-79.3663,39
New York,Dutchess,41.7652,-73.7429,38
New York,Erie,42.764,-78.7323,39
New York,Essex,44.1172,-73.7726,41
New York,Hamilton,43.6611,-74.4974,36
New York,Jefferson,44.0495,-75.921,34
New York,Kings,40.6395,-73.9385,31
New York,Monroe,43.1464,-77.6961,38
New York,Nassau,40.7328,-73.5865,20
New York,New York,40.7785,-73.9674,41
New York,Niagara,43.2001,-78.7452,37
New York,Oneida,43.2418,-75.4358,18
New York,Onondaga,43.0058,-76.1946,36
New York,Orange,41.4022,-74.3056,35
New York,Oswego,43.4269,-76.1413,35
New York,Putnam,41.4267,-73.7495,37
New York,Queens,40.7023,-73.8203,42
New York,Richmond,40.5808,-74.1524,38
New York,Rockland,41.1525,-74.0242,38
New York,Saratoga,43.1074,-73.8639,35
New York,Steuben,42.2678,-77.3838,37
New York,Suffolk,40.8686,-72.8448,42
New York,Tompkins,42.452,-76.4736,39
New York,Wayne,43.1566,-77.0294,35
New York,Westchester,41.1624,-73.7561,38
North Carolina,Alexander,35.921,-81.177,40
North Carolina,Avery,36.0765,-81.9226,39
North Carolina,Buncombe,35.6112,-82.5301,37
North Carolina,Caldwell,35.953,-81.5464,40
North Carolina,Carteret,34.8357,-76.6589,38
North Carolina,Caswell,36.3932,-79.3335,40
North Carolina,Catawba,35.662,-81.2151,35
North Carolina,Cumberland,35.0487,-78.8277,41
North Carolina,Davidson,35.7933,-80.2128,35
North Carolina,Durham,36.036,-78.8766,40
North Carolina,Edgecombe,35.9129,-77.5971,38
North Carolina,Forsyth,36.1306,-80.2563,44
North Carolina,Graham,35.3502,-83.8335,43
North Carolina,Granville,36.304,-78.6527,42
North Carolina,Guilford,36.0795,-79.7889,43
North Carolina,Haywood,35.556,-82.9822,44
North Carolina,Johnston,35.5178,-78.3657,39
North Carolina,Lenoir,35.2388,-77.6412,39
North Carolina,Lincoln,35.4856,-81.2235,44
North Carolina,Macon,35.1505,-83.4222,33
North Carolina,Martin,35.8432,-77.1092,35
North Carolina,Mecklenburg,35.2467,-80.8328,44
North Carolina,Mitchell,36.0133,-82.1636,24
North Carolina,Montgomery,35.3325,-79.9055,38
North Carolina,New Hanover,34.2328,-77.8847,36
North Carolina,Northampton,36.4178,-77.3969,19
North Carolina,Person,36.39,-78.9718,41
North Carolina,Pitt,35.5933,-77.3745,37
North Carolina,Rockingham,36.396,-79.775,42
North Carolina,Rowan,35.6394,-80.5247,44
North Carolina,Swain,35.4868,-83.4928,35
North Carolina,Union,34.9884,-80.5307,42
North Carolina,Wake,35.7903,-78.6503,42
North Carolina,Yancey,35.8989,-82.3076,44
North Dakota,Billings,47.0236,-103.3763,38
North Dakota,Burke,48.791,-102.5182,39
North Dakota,Burleigh,46.9774,-100.4687,32
North Dakota,Cass,46.933,-97.248,37
North Dakota,Dunn,47.3568,-102.6182,37
North Dakota,McKenzie,47.7402,-103.3953,35
North Dakota,Mercer,47.3092,-101.8315,35
North Dakota,Oliver,47.1153,-101.3403,39
North Dakota,Ward,48.2217,-101.5418,37
Ohio,Allen,40.7715,-84.1058,40
Ohio,Ashtabula,41.7074,-80.7483,40
Ohio,Athens,39.3339,-82.0452,23
Ohio,Belmont,40.0158,-80.9885,15
Ohio,Butler,39.4386,-84.5756,46
Ohio,Clark,39.9168,-83.7838,42
Ohio,Clermont,39.0476,-84.1517,41
Ohio,Clinton,39.4149,-83.8084,41
Ohio,Columbiana,40.7684,-80.7772,16
Ohio,Cuyahoga,41.4243,-81.6586,46
Ohio,Delaware,40.2784,-83.0049,38
Ohio,Fayette,39.5599,-83.4561,35
Ohio,Franklin,39.9695,-83.0093,43
Ohio,Geauga,41.4996,-81.1786,41
Ohio,Greene,39.6915,-83.8899,40
Ohio,Hamilton,39.1955,-84.5428,48
Ohio,Harrison,40.2938,-81.0911,25
Ohio,Jefferson,40.385,-80.761,45
Ohio,Knox,40.3988,-82.4215,41
Ohio,Lake,41.6963,-81.2373,40
Ohio,Lawrence,38.5984,-82.5368,40
Ohio,Licking,40.0916,-82.4831,40
Ohio,Lorain,41.2957,-82.151,37
Ohio,Lucas,41.6197,-83.6588,41
Ohio,Madison,39.894,-83.4002,40
Ohio,Mahoning,41.0146,-80.7763,42
Ohio,Medina,41.1176,-81.8997,40
Ohio,Miami,40.0535,-84.2289,40
Ohio,Montgomery,39.7547,-84.2907,42
Ohio,Noble,39.7659,-81.4556,39
Ohio,Portage,41.1677,-81.1974,42
Ohio,Preble,39.7415,-84.648,41
Ohio,Scioto,38.8039,-82.9929,14
Ohio,Stark,40.8139,-81.3656,44
Ohio,Summit,41.126,-81.5322,41
Ohio,Trumbull,41.3172,-80.7611,41
Ohio,Warren,39.4277,-84.1668,41
Ohio,Washington,39.4553,-81.4953,41
Ohio,Wood,41.3617,-83.623,39
Oklahoma,Adair,35.8839,-94.6587,42
Oklahoma,Canadian,35.5424,-97.9824,44
Oklahoma,Carter,34.2509,-97.2858,29
Oklahoma,Cleveland,35.2031,-97.3265,45
Oklahoma,Comanche,34.6621,-98.4717,45
Oklahoma,Creek,35.9026,-96.3709,45
Oklahoma,Dewey,35.9876,-99.0079,46
Oklahoma,Kay,36.818,-97.1439,33
Oklahoma,Kiowa,34.9164,-98.9809,47
Oklahoma,Love,33.9499,-97.2441,47
Oklahoma,Mayes,36.3019,-95.2307,38
Oklahoma,McClain,35.0093,-97.4443,46
Oklahoma,Nowata,36.7985,-95.6174,52
Oklahoma,Oklahoma,35.5515,-97.4072,49
Oklahoma,Osage,36.6292,-96.3985,44
Oklahoma,Ottawa,36.8355,-94.8104,43
Oklahoma,Pittsburg,34.9239,-95.7484,43
Oklahoma,Pontotoc,34.728,-96.6844,44
Oklahoma,Sequoyah,35.4953,-94.7552,38
Oklahoma,Tulsa,36.1211,-95.9415,47
Oregon,Baker,44.7091,-117.6753,18
Oregon,Benton,44.4918,-123.4293,16
Oregon,Clackamas,45.188,-122.2209,23
Oregon,Columbia,45.9438,-123.0883,25
Oregon,Crook,44.1422,-120.3566,12
Oregon,Deschutes,43.915,-121.2281,13
Oregon,Douglas,43.2797,-123.1665,42
Oregon,Grant,44.4916,-119.0073,35
Oregon,Harney,43.0641,-118.968,25
Oregon,Jackson,42.4322,-122.7285,34
Oregon,Jefferson,44.6294,-121.176,14
Oregon,Josephine,42.3655,-123.5555,20
Oregon,Klamath,42.6864,-121.6502,19
Oregon,Lake,42.7934,-120.3874,14
Oregon,Lane,43.9386,-122.848,43
Oregon,Linn,44.4886,-122.5343,20
Oregon,Marion,44.9033,-122.5845,30
Oregon,Multnomah,45.5468,-122.4148,33
Oregon,Umatilla,45.5919,-118.7369,31
Oregon,Union,45.3102,-118.0088,16
Oregon,Wallowa,45.5799,-117.181,18
Oregon,Wasco,45.16,-121.1679,12
Oregon,Washington,45.56,-123.0984,30
Pennsylvania,Adams,39.8715,-77.2179,41
Pennsylvania,Allegheny,40.4688,-79.9812,49
Pennsylvania,Armstrong,40.8121,-79.4646,44
Pennsylvania,Beaver,40.6823,-80.3493,39
Pennsylvania,Berks,40.4163,-75.926,38
Pennsylvania,Blair,40.4811,-78.3484,40
Pennsylvania,Bradford,41.7887,-76.5154,33
Pennsylvania,Bucks,40.337,-75.1069,41
Pennsylvania,Cambria,40.4952,-78.7135,40
Pennsylvania,Centre,40.9193,-77.8199,39
Pennsylvania,Chester,39.9731,-75.7484,37
Pennsylvania,Clearfield,41.0,-78.4742,37
Pennsylvania,Cumberland,40.1636,-77.2655,33
Pennsylvania,Dauphin,40.4154,-76.7795,38
Pennsylvania,Delaware,39.9167,-75.3991,38
Pennsylvania,Elk,41.4251,-78.6491,37
Pennsylvania,Erie,41.9925,-80.0327,31
Pennsylvania,Fayette,39.9201,-79.6474,37
Pennsylvania,Franklin,39.9274,-77.7213,41
Pennsylvania,Greene,39.8538,-80.2229,37
Pennsylvania,Indiana,40.652,-79.0876,39
Pennsylvania,Lackawanna,41.4367,-75.6092,35
Pennsylvania,Lancaster,40.0424,-76.2477,48
Pennsylvania,Lawrence,40.9912,-80.3347,40
Pennsylvania,Lebanon,40.3672,-76.4577,38
Pennsylvania,Lehigh,40.6127,-75.5923,31
Pennsylvania,Luzerne,41.177,-75.9892,39
Pennsylvania,Lycoming,41.3434,-77.0645,38
Pennsylvania,Mercer,41.3022,-80.2577,39
Pennsylvania,Monroe,41.0581,-75.3395,42
Pennsylvania,Montgomery,40.2108,-75.3673,39
Pennsylvania,Northampton,40.7542,-75.3076,26
Pennsylvania,Philadelphia,40.0077,-75.1339,46
Pennsylvania,Somerset,39.9725,-79.0283,37
Pennsylvania,Susquehanna,41.8214,-75.8007,26
Pennsylvania,Tioga,41.7722,-77.2543,33
Pennsylvania,Washington,40.1894,-80.2483,38
Pennsylvania,Westmoreland,40.3109,-79.4668,37
Pennsylvania,Wyoming,41.5184,-76.0164,27
Pennsylvania,York,39.92,-76.7265,40
Puerto Rico,Bayamon,,,14
Puerto Rico,Caguas,,,9
Puerto Rico,Catano,,,23
Puerto Rico,Fajardo,,,19
Puerto Rico,Guayama,,,15
Puerto Rico,Guaynabo,,,21
Puerto Rico,Mayagnez,,,32
Puerto Rico,Ponce,,,19
Rhode Island,Kent,41.6722,-71.593,36
Rhode Island,Providence,41.8721,-71.58,40
Rhode Island,Washington,41.4697,-71.6226,37
South Carolina,Aiken,33.5443,-81.6347,37
South Carolina,Anderson,34.5193,-82.6378,40
South Carolina,Berkeley,33.1973,-79.9522,37
South Carolina,Charleston,32.8346,-79.9531,39
South Carolina,Chesterfield,34.6398,-80.1587,37
South Carolina,Darlington,34.3325,-79.9577,38
South Carolina,Edgefield,33.7722,-81.9664,37
South Carolina,Florence,34.0245,-79.703,32
South Carolina,Greenville,34.8941,-82.3706,43
South Carolina,Horry,33.9214,-78.9966,39
South Carolina,Lexington,33.9023,-81.2722,31
South Carolina,Richland,34.0218,-80.9031,40
South Carolina,Spartanburg,34.9309,-81.9908,43
South Carolina,York,34.9748,-81.1845,39
South Dakota,Brookings,44.3697,-96.7905,35
South Dakota,Brown,45.5898,-98.3516,18
South Dakota,Clay,42.9146,-96.9756,36
South Dakota,Codington,44.9779,-97.1886,37
South Dakota,Custer,43.6776,-103.4515,41
South Dakota,Hughes,44.389,-99.996,3
South Dakota,Jackson,43.6942,-101.6282,40
South Dakota,Meade,44.5668,-102.7169,39
South Dakota,Minnehaha,43.6742,-96.7915,37
South Dakota,Pennington,44.0037,-102.8238,30
Tennessee,Anderson,36.1185,-84.1985,43
Tennessee,Blount,35.6872,-83.9255,43
Tennessee,Claiborne,36.4859,-83.6604,36
Tennessee,Davidson,36.1695,-86.7847,44
Tennessee,DeKalb,35.9799,-85.8328,36
Tennessee,Dyer,36.0592,-89.4137,27
Tennessee,Hamilton,35.1808,-85.1648,44
Tennessee,Jefferson,36.051,-83.4463,43
Tennessee,Knox,35.9932,-83.9371,42
Tennessee,Lawrence,35.2174,-87.3956,19
Tennessee,Loudon,35.7348,-84.3119,38
Tennessee,Madison,35.6081,-88.8385,30
Tennessee,Maury,35.6169,-87.077,23
Tennessee,McMinn,35.4248,-84.6175,30
Tennessee,Montgomery,36.4969,-87.3828,25
Tennessee,Putnam,36.1408,-85.4952,25
Tennessee,Roane,35.8479,-84.5232,30
Tennessee,Sevier,35.7847,-83.5242,44
Tennessee,Shelby,35.1842,-89.894,43
Tennessee,Sullivan,36.5129,-82.3042,41
Tennessee,Sumner,36.4694,-86.4604,39
Tennessee,Williamson,35.8938,-86.8987,44
Tennessee,Wilson,36.1549,-86.2977,41
Texas,Atascosa,28.8935,-98.5272,36
Texas,Bell,31.0373,-97.4788,44
Texas,Bexar,29.4489,-98.52,50
Texas,Bowie,33.4458,-94.4234,42
Texas,Brazoria,29.1897,-95.4521,35
Texas,Brazos,30.6608,-96.3024,31
Texas,Brewster,29.8119,-103.2517,44
Texas,Cameron,26.1333,-97.5182,47
Texas,Collin,33.188,-96.5724,42
Texas,Dallas,32.7666,-96.7778,46
Texas,Denton,33.2055,-97.1168,46
Texas,Ector,31.8692,-102.5429,31
Texas,El Paso,31.7686,-106.2348,56
Texas,Ellis,32.3484,-96.7947,40
Texas,Galveston,29.3945,-94.9635,43
Texas,Gregg,32.4805,-94.817,37
Texas,Harris,29.8577,-95.3936,55
Texas,Harrison,32.5481,-94.3715,47
Texas,Hidalgo,26.3969,-98.1812,45
Texas,Hood,32.4299,-97.8323,40
Texas,Hunt,33.1236,-96.0855,38
Texas,Jefferson,29.8841,-94.1629,44
Texas,Johnson,32.379,-97.3665,43
Texas,Karnes,28.9057,-97.8594,5
Texas,Kaufman,32.5993,-96.2878,44
Texas,Kleberg,27.4337,-97.7273,40
Texas,Lubbock,33.6102,-101.8205,22
Texas,Maverick,28.7426,-100.3145,32
Texas,McLennan,31.5524,-97.2018,42
Texas,Montgomery,30.3002,-95.503,45
Texas,Navarro,32.047,-96.4725,43
Texas,Nueces,27.7254,-97.6134,45
Texas,Orange,30.1213,-93.8939,40
Texas,Parker,32.7776,-97.8051,41
Texas,Polk,30.7927,-94.83,33
Texas,Potter,35.4013,-101.8939,24
Texas,Randall,34.9659,-101.897,46
Texas,Rockwall,32.8978,-96.4079,35
Texas,Smith,32.375,-95.2692,42
Texas,Tarrant,32.7719,-97.2911,47
Texas,Travis,30.3344,-97.782,45
Texas,Victoria,28.7964,-96.9715,34
Texas,Webb,27.7611,-99.3315,42
Texas,Wilson,29.174,-98.0866,8
Utah,Box Elder,41.521,-113.0821,41
Utah,Cache,41.7224,-111.7436,44
Utah,Carbon,39.6481,-110.5887,44
Utah,Davis,40.99,-112.1115,46
Utah,Duchesne,40.2982,-110.4252,48
Utah,Garfield,37.8549,-111.4431,44
Utah,Iron,37.8592,-113.2895,43
Utah,Salt Lake,40.6673,-111.9236,51
Utah,San Juan,37.626,-109.8045,44
Utah,Tooele,40.4488,-113.1311,43
Utah,Uintah,40.1248,-109.5186,46
Utah,Utah,40.1199,-111.6703,47
Utah,Washington,37.2804,-113.5048,46
Utah,Weber,41.2698,-111.9134,47
Vermont,Bennington,43.0354,-73.0932,38
Vermont,Chittenden,44.4611,-73.0813,42
Vermont,Rutland,43.5802,-73.0364,38
Virginia,Albemarle,38.0229,-78.5567,39
Virginia,Alexandria City,,,6
Virginia,Arlington,38.8786,-77.1011,34
Virginia,Bristol City,,,26
Virginia,Caroline,38.0267,-77.3471,39
Virginia,Carroll,36.7316,-80.7339,8
Virginia,Charles,,,34
Virginia,Chesterfield,37.3785,-77.587,38
Virginia,Fairfax,38.8368,-77.277,37
Virginia,Fairfax,38.8531,-77.2998,37
Virginia,Fauquier,38.7386,-77.8092,37
Virginia,Frederick,39.2046,-78.2626,38
Virginia,Giles,37.3142,-80.7029,40
Virginia,Hampton City,,,36
Virginia,Hanover,37.7601,-77.491,41
Virginia,Henrico,37.538,-77.4058,38
Virginia,Hopewell City,,,8
Virginia,Loudoun,39.0907,-77.6357,37
Virginia,Lynchburg City,,,23
Virginia,Madison,38.4137,-78.2792,42
Virginia,Norfolk City,,,14
Virginia,Pittsylvania,36.8213,-79.3971,3
Virginia,Prince Edward,37.2243,-78.4411,36
Virginia,Prince William,38.7029,-77.4809,38
Virginia,Richmond City,,,30
Virginia,Roanoke,37.2785,-79.958,37
Virginia,Roanoke,37.2693,-80.068,37
Virginia,Rockbridge,37.8145,-79.4473,40
Virginia,Rockingham,38.512,-78.8758,36
Virginia,Salem City,,,26
Virginia,Stafford,38.4207,-77.458,37
Virginia,Suffolk City,,,41
Virginia,Virginia Beach City,,,26
Virginia,Wythe,36.9171,-81.0787,43
Washington,Adams,46.9834,-118.5606,11
Washington,Asotin,46.1918,-117.203,27
Washington,Benton,46.2398,-119.5112,34
Washington,Chelan,47.8692,-120.619,18
Washington,Clallam,48.0493,-123.928,35
Washington,Clark,45.7792,-122.4825,28
Washington,Columbia,46.2975,-117.9078,36
Washington,Cowlitz,46.1932,-122.681,13
Washington,Franklin,46.5347,-118.899,12
Washington,Garfield,46.4316,-117.5452,13
Washington,Grant,47.2057,-119.4518,17
Washington,Grays Harbor,47.1503,-123.7735,14
Washington,Jefferson,47.7487,-123.596,15
Washington,King,47.4902,-121.8052,37
Washington,Kitsap,47.613,-122.6716,19
Washington,Kittitas,47.1244,-120.6798,15
Washington,Lewis,46.5778,-122.3927,16
Washington,Mason,47.3484,-123.1927,16
Washington,Okanogan,48.5488,-119.7408,28
Washington,Pend Oreille,48.5323,-117.274,18
Washington,Pierce,47.0241,-122.1046,42
Washington,Skagit,48.4794,-121.7302,31
Washington,Snohomish,48.0475,-121.6975,24
Washington,Spokane,47.6207,-117.404,36
Washington,Stevens,48.3991,-117.8552,21
Washington,Thurston,46.9258,-122.8332,22
Washington,Walla Walla,46.2298,-118.4784,16
Washington,Whatcom,48.8259,-121.7199,32
Washington,Whitman,46.9012,-117.523,12
Washington,Yakima,46.4571,-120.7385,29
West Virginia,Berkeley,39.4641,-78.0275,38
West Virginia,Brooke,40.2739,-80.5765,18
West Virginia,Cabell,38.4203,-82.2417,39
West Virginia,Gilmer,38.9241,-80.8571,37
West Virginia,Greenbrier,37.9469,-80.453,40
West Virginia,Hancock,40.5219,-80.5739,35
West Virginia,Harrison,39.2835,-80.3799,28
West Virginia,Kanawha,38.3366,-81.5281,41
West Virginia,Marion,39.51,-80.2434,28
West Virginia,Marshall,39.8606,-80.6634,38
West Virginia,Monongalia,39.6303,-80.0466,38
West Virginia,Ohio,40.0969,-80.6189,37
West Virginia,Tucker,39.1136,-79.565,37
West Virginia,Wood,39.2112,-81.515,39
Wisconsin,Ashland,46.3149,-90.678,35
Wisconsin,Brown,44.4525,-88.0037,36
Wisconsin,Columbia,43.4666,-89.3337,38
Wisconsin,Dane,43.0673,-89.4181,38
Wisconsin,Dodge,43.4163,-88.7075,38
Wisconsin,Door,44.9473,-87.3135,37
Wisconsin,Eau Claire,44.7268,-91.286,37
Wisconsin,Fond du Lac,43.7536,-88.4883,37
Wisconsin,Forest,45.6673,-88.7704,37
Wisconsin,Grant,42.8675,-90.7062,28
Wisconsin,Jackson,44.3192,-90.8053,22
Wisconsin,Jefferson,43.0208,-88.7759,39
Wisconsin,Kenosha,42.5769,-88.0424,41
Wisconsin,Kewaunee,44.5161,-87.6153,40
Wisconsin,La Crosse,43.9066,-91.1152,37
Wisconsin,Manitowoc,44.1199,-87.8097,39
Wisconsin,Marathon,44.8983,-89.7591,35
Wisconsin,Milwaukee,43.0072,-87.9669,43
Wisconsin,Monroe,43.9458,-90.6178,22
Wisconsin,Outagamie,44.4161,-88.4649,38
Wisconsin,Ozaukee,43.384,-87.9509,39
Wisconsin,Racine,42.7475,-88.0613,40
Wisconsin,Rock,42.6712,-89.0716,40
Wisconsin,Sauk,43.4267,-89.9482,37
Wisconsin,Sheboygan,43.7212,-87.9454,41
Wisconsin,Taylor,45.2116,-90.5012,36
Wisconsin,Vilas,46.0529,-89.5148,32
Wisconsin,Walworth,42.6685,-88.5419,40
Wisconsin,Waukesha,43.0182,-88.3045,40
Wyoming,Albany,41.6545,-105.7238,49
Wyoming,Big Horn,44.5267,-107.9952,40
Wyoming,Campbell,44.2482,-105.5482,43
Wyoming,Carbon,41.6944,-106.9307,8
Wyoming,Converse,42.9723,-105.5072,41
Wyoming,Fremont,43.0405,-108.6304,45
Wyoming,Johnson,44.0388,-106.5847,40
Wyoming,Laramie,41.307,-104.6895,43
Wyoming,Lincoln,42.264,-110.656,40
Wyoming,Natrona,42.9621,-106.7985,43
Wyoming,Park,44.5205,-109.5879,17
Wyoming,Platte,42.1331,-104.9659,16
Wyoming,Sheridan,44.79,-106.8793,42
Wyoming,Sublette,42.7669,-109.9147,46
Wyoming,Sweetwater,41.6595,-108.8796,43
Wyoming,Teton,43.9346,-110.5898,44
Wyoming,Uinta,41.2876,-110.5476,6
Wyoming,Weston,43.8404,-104.5677,40
